cruise_line,cruise_ship,date,score
Princess Cruises,Coral Princess,6/16/2014,94
Disney Cruise Lines,Disney Wonder,6/20/2014,97
Princess Cruises,Golden Princess,6/23/2014,100
Blount Small Ship Adventures,Grande Caribe,6/2/2014,92
Blount Small Ship Adventures,Grande Mariner,6/18/2014,87
Hapag Lloyd Kreuzfahrten Gmbh,Hanseatic,6/27/2014,88
Princess Cruises,Island Princess,6/21/2014,100
Royal Caribbean International,Jewel Of The Seas,6/29/2014,100
Royal Caribbean International,Majesty Of The Seas,6/9/2014,97
Norwegian Cruise Lines,Norwegian Pearl,6/24/2014,95
Royal Caribbean International,Oasis Of The Seas,6/7/2014,97
Oceania Cruises,Regatta,6/19/2014,92
Regent Seven Seas,Seven Seas Navigator,6/29/2014,99
Holland America Line,Statendam,6/17/2014,100
"Celebration Cruise Line, Ltd",Bahamas Celebration,7/28/2014,84
Bimini SuperFast,Bimini Superfast,7/27/2014,89
Princess Cruises,Caribbean Princess,7/15/2014,92
"Carnival Cruise Lines, Inc.",Carnival Fantasy,7/29/2014,94
"Carnival Cruise Lines, Inc.",Carnival Fascination,7/14/2014,93
"Carnival Cruise Lines, Inc.",Carnival Inspiration,7/22/2014,96
"Carnival Cruise Lines, Inc.",Carnival Legend,7/8/2014,99
"Carnival Cruise Lines, Inc.",Carnival Paradise,7/12/2014,94
"Carnival Cruise Lines, Inc.",Carnival Splendor,7/31/2014,100
"Carnival Cruise Lines, Inc.",Carnival Valor,7/13/2014,98
Celebrity Cruises,Celebrity Summit,7/20/2014,95
Princess Cruises,Dawn Princess,7/21/2014,91
Disney Cruise Lines,Disney Dream,7/13/2014,100
Royal Caribbean International,Grandeur Of The Seas,7/27/2014,98
Norwegian Cruise Lines,Norwegian Dawn,7/4/2014,95
Norwegian Cruise Lines,Norwegian Gem,7/5/2014,95
FleetPro Ocean Inc,Nova Star,7/13/2014,52
Japan Grace,Ocean Dream,7/20/2014,89
Holland America Line,Oosterdam,7/17/2014,99
V. Ships Leisure U.S.A.,Pearl Mist,7/15/2014,61
Cunard Line,Queen Mary 2,7/6/2014,98
Un-Cruise Adventures,Safari Endeavour,7/20/2014,89
Un-Cruise Adventures,Safari Quest,7/18/2014,87
Silversea Cruises Ltd,Silver Discoverer,7/19/2014,75
Holland America Line,Veendam,7/11/2014,98
Holland America Line,Westerdam,7/21/2014,100
Royal Caribbean International,Allure of the Seas,8/31/2014,97
"Carnival Cruise Lines, Inc.",Carnival Miracle,8/16/2014,100
"Carnival Cruise Lines, Inc.",Carnival Pride,8/20/2014,100
Blount Small Ship Adventures,Grande Mariner,8/3/2014,94
MSC Cruises (Mediterranean Shipping Company),MSC Divina,8/27/2014,96
Royal Caribbean International,Navigator Of The Seas,8/3/2014,90
Norwegian Cruise Lines,Norwegian Getaway,8/23/2014,97
Princess Cruises,Pacific Princess,8/8/2014,93
Royal Caribbean International,Radiance Of The Seas,8/20/2014,99
Royal Caribbean International,Rhapsody Of The Seas,8/17/2014,100
Un-Cruise Adventures,Safari Quest,8/15/2014,98
Lindblad Expeditions,Sea Bird,8/9/2014,95
Lindblad Expeditions,Sea Lion,8/17/2014,96
Silversea Cruises Ltd,Silver Shadow,8/10/2014,92
Holland America Line,Volendam,8/11/2014,97
Holland America Line,Zaandam,8/18/2014,97
Aida Cruises,AIDAluna,9/28/2014,99
Phoenix Reissen Cruise Line,Amadea,9/7/2014,92
P&O Cruises,Arcadia,9/30/2014,93
"Celebration Cruise Line, Ltd",Bahamas Celebration,9/3/2014,90
Fred Olsen Cruise Line,Balmoral,9/20/2014,85
Royal Caribbean International,Brilliance Of The Seas,9/28/2014,100
"Carnival Cruise Lines, Inc.",Carnival Conquest,9/14/2014,91
"Carnival Cruise Lines, Inc.",Carnival Liberty,9/24/2014,100
"Carnival Cruise Lines, Inc.",Carnival Magic,9/28/2014,100
"Carnival Cruise Lines, Inc.",Carnival Sensation,9/4/2014,96
"Carnival Cruise Lines, Inc.",Carnival Triumph,9/27/2014,100
"Crystal Cruises , Inc.",Crystal Serenity,9/19/2014,93
Compagnie Du Ponant SA,Le Boreal,9/27/2014,92
FleetPro Ocean Inc,Nova Star,9/26/2014,89
V. Ships Leisure U.S.A.,Pearl Mist,9/10/2014,74
Princess Cruises,Ruby Princess,9/25/2014,99
Un-Cruise Adventures,Safari Endeavour,9/7/2014,93
Seabourn Cruise Line,Seabourn Quest,9/11/2014,98
Aida Cruises,AIDABella,10/28/2014,98
America Cruise Ferries,Caribbean Fantasy,10/22/2014,86
"Carnival Cruise Lines, Inc.",Carnival Dream,10/26/2014,93
"Carnival Cruise Lines, Inc.",Carnival Elation,10/27/2014,95
"Carnival Cruise Lines, Inc.",Carnival Sunshine,10/17/2014,94
Celebrity Cruises,Celebrity Solstice,10/4/2014,98
Princess Cruises,Coral Princess,10/29/2014,97
Disney Cruise Lines,Disney Dream,10/19/2014,100
Disney Cruise Lines,Disney Fantasy,10/18/2014,100
Holland America Line,Eurodam,10/22/2014,100
Royal Caribbean International,Explorer Of The Seas,10/23/2014,99
Blount Small Ship Adventures,Grande Caribe,10/26/2014,87
Royal Caribbean International,Majesty Of The Seas,10/6/2014,98
Norwegian Cruise Lines,Norwegian Star,10/20/2014,91
Oceania Cruises,Oceania Insignia,10/31/2014,96
Holland America Line,Oosterdam,10/5/2014,99
Oceania Cruises,Regatta,10/25/2014,97
Royal Caribbean International,Adventure Of The Seas,11/16/2014,97
Royal Caribbean International,Allure of the Seas,11/9/2014,100
"Carnival Cruise Lines, Inc.",Carnival Ecstasy,11/7/2014,96
"Carnival Cruise Lines, Inc.",Carnival Freedom,11/24/2014,98
"Carnival Cruise Lines, Inc.",Carnival Glory,11/1/2014,99
"Carnival Cruise Lines, Inc.",Carnival Imagination,11/5/2014,95
"Carnival Cruise Lines, Inc.",Carnival Splendor,11/30/2014,94
Celebrity Cruises,Celebrity Equinox,11/10/2014,97
Celebrity Cruises,Celebrity Reflection,11/17/2014,100
Disney Cruise Lines,Disney Magic,11/9/2014,99
Disney Cruise Lines,Disney Wonder,11/5/2014,99
Royal Caribbean International,Freedom Of The Seas,11/23/2014,86
Princess Cruises,Island Princess,11/26/2014,100
Hamburg Cruise SA,MS Hamburg,11/22/2014,90
MSC Cruises (Mediterranean Shipping Company),MSC Divina,11/8/2014,97
Norwegian Cruise Lines,Norwegian Pearl,11/20/2014,95
Oceania Cruises,Oceania Riviera,11/29/2014,97
Regent Seven Seas,Seven Seas Navigator,11/16/2014,97
Silversea Cruises Ltd,Silver Spirit,11/24/2014,93
Princess Cruises,Star Princess,11/4/2014,97
Aida Cruises,AIDAVITA,12/4/2014,96
Holland America Line,Amsterdam,12/8/2014,99
"Carnival Cruise Lines, Inc.",Carnival Paradise,12/18/2014,97
"Carnival Cruise Lines, Inc.",Carnival Valor,12/14/2014,97
"Carnival Cruise Lines, Inc.",Carnival Victory,12/8/2014,100
Celebrity Cruises,Celebrity Constellation,12/8/2014,88
Celebrity Cruises,Celebrity Eclipse,12/7/2014,100
Club Med Marine,Club Med 2,12/15/2014,80
Costa Crociere S.P.A.,Costa Luminosa,12/20/2014,100
Costa Crociere S.P.A.,Costa Mediterranea,12/11/2014,91
Princess Cruises,Crown Princess,12/6/2014,96
Princess Cruises,Grand Princess,12/10/2014,94
Royal Caribbean International,Grandeur Of The Seas,12/19/2014,99
Royal Caribbean International,Liberty of the Seas,12/1/2014,95
Holland America Line,Maasdam,12/12/2014,95
Princess Cruises,Ocean Princess,12/22/2014,99
Holland America Line,Prinsendam,12/18/2014,94
Royal Caribbean International,Quantum of the Seas,12/20/2014,98
Cunard Line,Queen Mary 2,12/22/2014,96
Princess Cruises,Regal Princess,12/10/2014,100
Holland America Line,Ryndam,12/7/2014,94
Sea Dream Yacht Club,Seadream I,12/14/2014,96
Sea Dream Yacht Club,Seadream II,12/13/2014,95
Silversea Cruises Ltd,Silver Cloud,12/12/2014,99
Silversea Cruises Ltd,Silver Whisper,12/19/2014,100
Holland America Line,Zuiderdam,12/19/2014,100
P&O Cruises,Arcadia,1/31/2015,91
America Cruise Ferries,Caribbean Fantasy,1/23/2015,84
Princess Cruises,Caribbean Princess,1/12/2015,91
"Carnival Cruise Lines, Inc.",Carnival Breeze,1/22/2015,92
"Carnival Cruise Lines, Inc.",Carnival Conquest,1/4/2015,98
"Carnival Cruise Lines, Inc.",Carnival Inspiration,1/30/2015,97
"Carnival Cruise Lines, Inc.",Carnival Liberty,1/24/2015,92
Celebrity Cruises,Celebrity Silhouette,1/20/2015,95
"Crystal Cruises , Inc.",Crystal Serenity,1/15/2015,95
Princess Cruises,Emerald Princess,1/11/2015,99
Royal Caribbean International,Jewel Of The Seas,1/24/2015,99
V. Ships Leisure U.S.A.,MV Explorer,1/14/2015,97
Holland America Line,Nieuw Amsterdam,1/25/2015,96
Holland America Line,Noordam,1/5/2015,100
Norwegian Cruise Lines,Norwegian Breakaway,1/21/2015,91
Norwegian Cruise Lines,Norwegian Epic,1/11/2015,92
Norwegian Cruise Lines,Norwegian Getaway,1/31/2015,92
Norwegian Cruise Lines,Norwegian Sky,1/2/2015,100
Norwegian Cruise Lines,Norwegian Sun,1/9/2015,97
Princess Cruises,Pacific Princess,1/15/2015,97
Princess Cruises,Royal Princess,1/8/2015,96
Princess Cruises,Ruby Princess,1/3/2015,100
Royal Caribbean International,Serenade Of The Seas,1/10/2015,99
Silversea Cruises Ltd,Silver Shadow,1/7/2015,95
Holland America Line,Veendam,1/13/2015,99
Royal Caribbean International,Vision Of The Seas,1/3/2015,99
Bimini SuperFast,Bimini Superfast,2/20/2015,92
Royal Caribbean International,Brilliance Of The Seas,2/9/2015,99
"Carnival Cruise Lines, Inc.",Carnival Dream,2/15/2015,92
"Carnival Cruise Lines, Inc.",Carnival Fantasy,2/19/2015,99
"Carnival Cruise Lines, Inc.",Carnival Fascination,2/5/2015,95
"Carnival Cruise Lines, Inc.",Carnival Glory,2/28/2015,92
"Carnival Cruise Lines, Inc.",Carnival Miracle,2/1/2015,100
"Carnival Cruise Lines, Inc.",Carnival Pride,2/8/2015,100
Club Med Marine,Club Med 2,2/3/2015,86
Holland America Line,Eurodam,2/1/2015,100
Royal Caribbean International,Explorer Of The Seas,2/7/2015,99
Royal Caribbean International,Independence of the Seas,2/22/2015,98
Royal Caribbean International,Legend Of The Seas,2/27/2015,96
Norwegian Cruise Lines,Norwegian Gem,2/4/2015,96
Norwegian Cruise Lines,Norwegian Jewel,2/14/2015,100
Royal Caribbean International,Oasis Of The Seas,2/21/2015,99
Oceania Cruises,Oceania Riviera,2/23/2015,94
Cunard Line,Queen Elizabeth,2/8/2015,95
Cunard Line,Queen Victoria,2/2/2015,89
Holland America Line,Statendam,2/19/2015,100
Holland America Line,Westerdam,2/28/2015,95
Aida Cruises,AIDAVITA,3/9/2015,98
Royal Caribbean International,Allure of the Seas,3/18/2015,92
"NYK Cruises Co., LTD",Asuka II,3/8/2015,93
P&O Cruises,Aurora,3/25/2015,89
Azamara Cruises,Azamara Journey,3/30/2015,96
America Cruise Ferries,Caribbean Fantasy,3/13/2015,90
"Carnival Cruise Lines, Inc.",Carnival Elation,3/11/2015,97
"Carnival Cruise Lines, Inc.",Carnival Magic,3/29/2015,97
"Carnival Cruise Lines, Inc.",Carnival Sensation,3/29/2015,98
"Carnival Cruise Lines, Inc.",Carnival Triumph,3/28/2015,100
"Carnival Cruise Lines, Inc.",Carnival Valor,3/16/2015,87
Celebrity Cruises,Celebrity Constellation,3/16/2015,97
Celebrity Cruises,Celebrity Eclipse,3/15/2015,98
Celebrity Cruises,Celebrity Infinity,3/29/2015,100
Celebrity Cruises,Celebrity Reflection,3/14/2015,97
Celebrity Cruises,Celebrity Silhouette,3/15/2015,98
Celebrity Cruises,Celebrity Summit,3/14/2015,99
Costa Crociere S.P.A.,Costa Mediterranea,3/20/2015,94
Princess Cruises,Emerald Princess,3/22/2015,96
Hapag Lloyd Kreuzfahrten Gmbh,Europa 2,3/18/2015,86
Princess Cruises,Golden Princess,3/30/2015,98
Princess Cruises,Island Princess,3/6/2015,100
MSC Cruises (Mediterranean Shipping Company),MSC Divina,3/16/2015,89
Holland America Line,Nieuw Amsterdam,3/1/2015,100
Norwegian Cruise Lines,Norwegian Dawn,3/8/2015,97
Royal Caribbean International,Quantum of the Seas,3/31/2015,94
Holland America Line,Ryndam,3/8/2015,100
Seabourn Cruise Line,Seabourn Legend,3/22/2015,96
Seabourn Cruise Line,Seabourn Quest,3/31/2015,96
Sea Dream Yacht Club,Seadream I,3/21/2015,100
Silversea Cruises Ltd,Silver Cloud,3/20/2015,99
Silversea Cruises Ltd,Silver Spirit,3/27/2015,97
Princess Cruises,Star Princess,3/26/2015,96
Royal Caribbean International,Vision Of The Seas,3/7/2015,97
Holland America Line,Zuiderdam,3/16/2015,95
Phoenix Reissen Cruise Line,Amadea,4/16/2015,95
"Carnival Cruise Lines, Inc.",Carnival Ecstasy,4/13/2015,100
"Carnival Cruise Lines, Inc.",Carnival Freedom,4/25/2015,94
"Carnival Cruise Lines, Inc.",Carnival Sunshine,4/18/2015,100
Celebrity Cruises,Celebrity Equinox,4/27/2015,100
Costa Crociere S.P.A.,Costa Atlantica,4/15/2015,97
Disney Cruise Lines,Disney Magic,4/19/2015,99
Royal Caribbean International,Legend Of The Seas,4/29/2015,94
Royal Caribbean International,Navigator Of The Seas,4/26/2015,98
Norwegian Cruise Lines,Norwegian Epic,4/19/2015,91
Norwegian Cruise Lines,Norwegian Star,4/5/2015,91
P&O Cruises,Oriana,4/17/2015,98
Cunard Line,Queen Victoria,4/6/2015,95
Princess Cruises,Regal Princess,4/12/2015,100
Princess Cruises,Sea Princess,4/29/2015,92
Sea Dream Yacht Club,Seadream II,4/5/2015,91
Silversea Cruises Ltd,Silver Shadow,4/16/2015,82
Silversea Cruises Ltd,Silver Whisper,4/28/2015,95
Rederij Clipper Stad Amsterdam,Stad Amsterdam,4/14/2015,93
Holland America Line,Westerdam,4/27/2015,95
Holland America Line,Zaandam,4/29/2015,99
Royal Caribbean International,Adventure Of The Seas,5/14/2015,98
Holland America Line,Amsterdam,5/31/2015,99
"Carnival Cruise Lines, Inc.",Carnival Breeze,5/9/2015,97
"Carnival Cruise Lines, Inc.",Carnival Conquest,5/10/2015,95
"Carnival Cruise Lines, Inc.",Carnival Inspiration,5/11/2015,91
"Carnival Cruise Lines, Inc.",Carnival Legend,5/28/2015,94
Celebrity Cruises,Celebrity Millennium,5/26/2015,100
Celebrity Cruises,Celebrity Solstice,5/8/2015,99
Princess Cruises,Coral Princess,5/11/2015,96
Princess Cruises,Crown Princess,5/25/2015,97
"Crystal Cruises , Inc.",Crystal Serenity,5/4/2015,88
"Crystal Cruises , Inc.",Crystal Symphony,5/9/2015,96
Disney Cruise Lines,Disney Fantasy,5/30/2015,98
Royal Caribbean International,Enchantment Of The Seas,5/29/2015,95
Princess Cruises,Grand Princess,5/12/2015,96
Royal Caribbean International,Grandeur Of The Seas,5/31/2015,99
Royal Caribbean International,Liberty of the Seas,5/6/2015,94
Norwegian Cruise Lines,Norwegian Pearl,5/4/2015,97
Oceania Cruises,Oceania Marina,5/3/2015,95
Holland America Line,Oosterdam,5/27/2015,94
V. Ships Leisure U.S.A.,Pearl Mist,5/24/2015,92
Princess Cruises,Ruby Princess,5/6/2015,100
Un-Cruise Adventures,Safari Endeavour,5/5/2015,95
Lindblad Expeditions,Sea Lion,5/3/2015,99
Regent Seven Seas,Seven Seas Navigator,5/7/2015,100
Holland America Line,Volendam,5/29/2015,97
"NYK Cruises Co., LTD",Asuka II,6/8/2015,91
Balearia Caribbean Ltda,Bahama Mama,6/11/2015,69
"Carnival Cruise Lines, Inc.",Carnival Fantasy,6/8/2015,93
"Carnival Cruise Lines, Inc.",Carnival Fascination,6/29/2015,100
"Carnival Cruise Lines, Inc.",Carnival Magic,6/7/2015,96
"Carnival Cruise Lines, Inc.",Carnival Triumph,6/6/2015,92
Disney Cruise Lines,Disney Wonder,6/4/2015,99
"Celebration Cruise Line, Ltd",Grand Celebration,6/13/2015,80
Royal Caribbean International,Independence of the Seas,6/21/2015,97
Royal Caribbean International,Jewel Of The Seas,6/8/2015,96
Norwegian Cruise Lines,Norwegian Breakaway,6/7/2015,100
Norwegian Cruise Lines,Norwegian Sky,6/19/2015,90
Royal Caribbean International,Oasis Of The Seas,6/20/2015,97
Royal Caribbean International,Radiance Of The Seas,6/7/2015,100
Holland America Line,Statendam,6/5/2015,100
Holland America Line,Zaandam,6/3/2015,90
Bimini SuperFast,Bimini Superfast,7/3/2015,86
"Carnival Cruise Lines, Inc.",Carnival Paradise,7/11/2015,96
"Carnival Cruise Lines, Inc.",Carnival Pride,7/26/2015,95
"Carnival Cruise Lines, Inc.",Carnival Sensation,7/9/2015,95
"Carnival Cruise Lines, Inc.",Carnival Splendor,7/16/2015,97
"Carnival Cruise Lines, Inc.",Carnival Victory,7/30/2015,92
Celebrity Cruises,Celebrity Infinity,7/23/2015,100
Celebrity Cruises,Celebrity Summit,7/12/2015,100
Disney Cruise Lines,Disney Dream,7/10/2015,100
Princess Cruises,Golden Princess,7/24/2015,100
Royal Caribbean International,Majesty Of The Seas,7/20/2015,95
Holland America Line,Noordam,7/21/2015,100
Norwegian Cruise Lines,Norwegian Sun,7/22/2015,94
FleetPro Ocean Inc,Nova Star,7/3/2015,88
Oceania Cruises,Oceania Insignia,7/13/2015,92
Princess Cruises,Pacific Princess,7/23/2015,99
Cunard Line,Queen Mary 2,7/14/2015,91
Un-Cruise Adventures,Safari Quest,7/24/2015,88
Lindblad Expeditions,Sea Bird,7/25/2015,99
Princess Cruises,Sea Princess,7/25/2015,96
Silversea Cruises Ltd,Silver Discoverer,7/22/2015,99
Silversea Cruises Ltd,Silver Shadow,7/25/2015,99
Princess Cruises,Sun Princess,7/27/2015,97
"Carnival Cruise Lines, Inc.",Carnival Imagination,8/23/2015,97
"Carnival Cruise Lines, Inc.",Carnival Legend,8/8/2015,93
"Carnival Cruise Lines, Inc.",Carnival Liberty,8/30/2015,97
"Carnival Cruise Lines, Inc.",Carnival Miracle,8/22/2015,99
Royal Caribbean International,Enchantment Of The Seas,8/21/2015,100
Royal Caribbean International,Freedom Of The Seas,8/23/2015,98
Blount Small Ship Adventures,Grande Mariner,8/8/2015,94
Compagnie Du Ponant SA,L'Austral,8/6/2015,92
Norwegian Cruise Lines,Norwegian Dawn,8/28/2015,95
Norwegian Cruise Lines,Norwegian Gem,8/24/2015,97
Norwegian Cruise Lines,Norwegian Jewel,8/15/2015,94
V. Ships Leisure U.S.A.,Pearl Mist,8/31/2015,92
Royal Caribbean International,Radiance Of The Seas,8/16/2015,99
Un-Cruise Adventures,Safari Endeavour,8/9/2015,89
Lindblad Expeditions,Sea Lion,8/16/2015,97
Holland America Line,Veendam,8/29/2015,100
Holland America Line,Volendam,8/14/2015,99
Aida Cruises,AIDAluna,9/20/2015,87
P&O Cruises,Aurora,9/26/2015,99
Fred Olsen Cruise Line,Balmoral,9/30/2015,96
Hapag Lloyd Kreuzfahrten Gmbh,Bremen,9/8/2015,89
Royal Caribbean International,Brilliance Of The Seas,9/18/2015,100
Princess Cruises,Caribbean Princess,9/24/2015,99
Celebrity Cruises,Celebrity Millennium,9/4/2015,100
"Crystal Cruises , Inc.",Crystal Symphony,9/13/2015,96
Princess Cruises,Dawn Princess,9/30/2015,90
"Celebration Cruise Line, Ltd",Grand Celebration,9/3/2015,98
Compagnie Du Ponant SA,Le Boreal,9/28/2015,89
Holland America Line,Maasdam,9/12/2015,96
Hamburg Cruise SA,MS Hamburg,9/15/2015,87
Royal Caribbean International,Navigator Of The Seas,9/6/2015,97
Norwegian Cruise Lines,Norwegian Getaway,9/26/2015,100
FleetPro Ocean Inc,Nova Star,9/16/2015,95
Oceania Cruises,Regatta,9/2/2015,99
Princess Cruises,Royal Princess,9/21/2015,97
Seabourn Cruise Line,Seabourn Quest,9/11/2015,97
Royal Caribbean International,Serenade Of The Seas,9/17/2015,100
ResidenSea,The World,9/27/2015,99
Royal Caribbean International,Adventure Of The Seas,10/17/2015,84
Phoenix Reissen Cruise Line,Albatross,10/16/2015,91
Holland America Line,Amsterdam,10/11/2015,99
America Cruise Ferries,Caribbean Fantasy,10/16/2015,86
"Carnival Cruise Lines, Inc.",Carnival Conquest,10/25/2015,92
"Carnival Cruise Lines, Inc.",Carnival Ecstasy,10/5/2015,92
"Carnival Cruise Lines, Inc.",Carnival Freedom,10/29/2015,100
Costa Crociere S.P.A.,Costa Luminosa,10/14/2015,100
Disney Cruise Lines,Disney Fantasy,10/3/2015,100
Disney Cruise Lines,Disney Magic,10/4/2015,96
Princess Cruises,Emerald Princess,10/24/2015,93
Holland America Line,Eurodam,10/25/2015,100
Royal Caribbean International,Liberty of the Seas,10/22/2015,99
Royal Caribbean International,Majesty Of The Seas,10/26/2015,91
Holland America Line,Noordam,10/10/2015,99
Norwegian Cruise Lines,Norwegian Star,10/19/2015,94
Princess Cruises,Ruby Princess,10/9/2015,96
Silversea Cruises Ltd,Silver Whisper,10/6/2015,99
Holland America Line,Westerdam,10/24/2015,96
Holland America Line,Zaandam,10/7/2015,97
Aida Cruises,AIDAdiva,11/3/2015,100
Royal Caribbean International,Brilliance Of The Seas,11/12/2015,92
"Carnival Cruise Lines, Inc.",Carnival Inspiration,11/9/2015,94
Celebrity Cruises,Celebrity Constellation,11/23/2015,98
Celebrity Cruises,Celebrity Eclipse,11/15/2015,99
Disney Cruise Lines,Disney Dream,11/13/2015,94
Princess Cruises,Grand Princess,11/16/2015,100
Royal Caribbean International,Jewel Of The Seas,11/23/2015,95
Holland America Line,Nieuw Amsterdam,11/22/2015,98
Norwegian Cruise Lines,Norwegian Breakaway,11/8/2015,95
Norwegian Cruise Lines,Norwegian Jewel,11/8/2015,100
Norwegian Cruise Lines,Norwegian Sky,11/9/2015,97
Norwegian Cruise Lines,Norwegian Sun,11/4/2015,91
V. Ships Leisure U.S.A.,Pearl Mist,11/8/2015,88
Holland America Line,Prinsendam,11/24/2015,96
Sea Dream Yacht Club,Seadream II,11/22/2015,98
Princess Cruises,Star Princess,11/3/2015,100
Holland America Line,Zuiderdam,11/30/2015,100
Azamara Cruises,Azamara Journey,12/11/2015,91
Celebrity Cruises,Celebrity Infinity,12/5/2015,99
Celebrity Cruises,Celebrity Silhouette,12/6/2015,97
Celebrity Cruises,Celebrity Summit,12/12/2015,95
Club Med Marine,Club Med 2,12/14/2015,88
Norwegian Cruise Lines,Norwegian Pearl,12/10/2015,95
Norwegian Cruise Lines,Norwegian Spirit,12/5/2015,100
Oceania Cruises,Oceania Riviera,12/22/2015,94
Regent Seven Seas,Seven Seas Navigator,12/17/2015,94
Silversea Cruises Ltd,Silver Wind,12/11/2015,95
